android.content;ContentInterface;true;call;(String,String,String,Bundle);;Parameter[0..3];contentprovider;manual
android.content;ContentInterface;true;delete;(Uri,Bundle);;Parameter[0..1];contentprovider;manual
android.content;ContentInterface;true;getType;(Uri);;Parameter[0];contentprovider;manual
android.content;ContentInterface;true;insert;(Uri,ContentValues,Bundle);;Parameter[0];contentprovider;manual
android.content;ContentInterface;true;openAssetFile;(Uri,String,CancellationSignal);;Parameter[0];contentprovider;manual
android.content;ContentInterface;true;openFile;(Uri,String,CancellationSignal);;Parameter[0];contentprovider;manual
android.content;ContentInterface;true;openTypedAssetFile;(Uri,String,Bundle,CancellationSignal);;Parameter[0..2];contentprovider;manual
android.content;ContentInterface;true;query;(Uri,String[],Bundle,CancellationSignal);;Parameter[0..2];contentprovider;manual
android.content;ContentInterface;true;update;(Uri,ContentValues,Bundle);;Parameter[0..2];contentprovider;manual
android.content;ContentProvider;true;call;(String,String,Bundle);;Parameter[0..2];contentprovider;manual
android.content;ContentProvider;true;call;(String,String,String,Bundle);;Parameter[0..3];contentprovider;manual
android.content;ContentProvider;true;delete;(Uri,Bundle);;Parameter[0..1];contentprovider;manual
android.content;ContentProvider;true;delete;(Uri,String,String[]);;Parameter[0..2];contentprovider;manual
android.content;ContentProvider;true;getType;(Uri);;Parameter[0];contentprovider;manual
android.content;ContentProvider;true;insert;(Uri,ContentValues);;Parameter[0..1];contentprovider;manual
android.content;ContentProvider;true;insert;(Uri,ContentValues,Bundle);;Parameter[0..2];contentprovider;manual
android.content;ContentProvider;true;openAssetFile;(Uri,String);;Parameter[0];contentprovider;manual
android.content;ContentProvider;true;openAssetFile;(Uri,String,CancellationSignal);;Parameter[0];contentprovider;manual
android.content;ContentProvider;true;openFile;(Uri,String);;Parameter[0];contentprovider;manual
android.content;ContentProvider;true;openFile;(Uri,String,CancellationSignal);;Parameter[0];contentprovider;manual
android.content;ContentProvider;true;openTypedAssetFile;(Uri,String,Bundle);;Parameter[0..2];contentprovider;manual
android.content;ContentProvider;true;openTypedAssetFile;(Uri,String,Bundle,CancellationSignal);;Parameter[0..2];contentprovider;manual
android.content;ContentProvider;true;query;(Uri,String[],Bundle,CancellationSignal);;Parameter[0..2];contentprovider;manual
android.content;ContentProvider;true;query;(Uri,String[],String,String[],String);;Parameter[0..4];contentprovider;manual
android.content;ContentProvider;true;query;(Uri,String[],String,String[],String,CancellationSignal);;Parameter[0..4];contentprovider;manual
android.content;ContentProvider;true;update;(Uri,ContentValues,Bundle);;Parameter[0..2];contentprovider;manual
android.content;ContentProvider;true;update;(Uri,ContentValues,String,String[]);;Parameter[0..3];contentprovider;manual
android.content;Context;true;getExternalCacheDir;();;ReturnValue;android-external-storage-dir;manual
android.content;Context;true;getExternalCacheDirs;();;ReturnValue;android-external-storage-dir;manual
android.content;Context;true;getExternalFilesDir;(String);;ReturnValue;android-external-storage-dir;manual
android.content;Context;true;getExternalFilesDirs;(String);;ReturnValue;android-external-storage-dir;manual
android.os;Environment;false;getExternalStorageDirectory;();;ReturnValue;android-external-storage-dir;manual
android.os;Environment;false;getExternalStoragePublicDirectory;(String);;ReturnValue;android-external-storage-dir;manual
android.util;AttributeSet;false;getAttributeBooleanValue;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getAttributeCount;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getAttributeFloatValue;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getAttributeIntValue;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getAttributeListValue;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getAttributeName;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getAttributeNameResource;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getAttributeNamespace;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getAttributeResourceValue;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getAttributeUnsignedIntValue;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getAttributeValue;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getClassAttribute;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getIdAttribute;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getIdAttributeResourceValue;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getPositionDescription;;;ReturnValue;remote;manual
android.util;AttributeSet;false;getStyleAttribute;;;ReturnValue;remote;manual
android.webkit;WebView;false;getOriginalUrl;();;ReturnValue;remote;manual
android.webkit;WebView;false;getUrl;();;ReturnValue;remote;manual
android.widget;EditText;true;getText;;;ReturnValue;android-widget;manual
androidx.slice;SliceProvider;true;onBindSlice;;;Parameter[0];contentprovider;manual
