jakarta.servlet.annotation:ServletSecurity$EmptyRoleSemantic:public,final:java.lang.Enum::values:public,static:0::jakarta.servlet.annotation.ServletSecurity$EmptyRoleSemantic[]::3PP
jakarta.servlet.annotation:ServletSecurity$EmptyRoleSemantic:public,final:java.lang.Enum::valueOf:public,static:1:java.lang.String:jakarta.servlet.annotation.ServletSecurity$EmptyRoleSemantic::3PP
jakarta.servlet.annotation:ServletSecurity$EmptyRoleSemantic:public,final:java.lang.Enum::<init>:private:2:java.lang.String,int:void::3PP
jakarta.servlet.annotation:ServletSecurity$EmptyRoleSemantic:public,final:java.lang.Enum::<clinit>:static:0::void::3PP
jakarta.servlet.annotation:ServletSecurity$TransportGuarantee:public,final:java.lang.Enum::values:public,static:0::jakarta.servlet.annotation.ServletSecurity$TransportGuarantee[]::3PP
jakarta.servlet.annotation:ServletSecurity$TransportGuarantee:public,final:java.lang.Enum::valueOf:public,static:1:java.lang.String:jakarta.servlet.annotation.ServletSecurity$TransportGuarantee::3PP
jakarta.servlet.annotation:ServletSecurity$TransportGuarantee:public,final:java.lang.Enum::<init>:private:2:java.lang.String,int:void::3PP
jakarta.servlet.annotation:ServletSecurity$TransportGuarantee:public,final:java.lang.Enum::<clinit>:static:0::void::3PP
jakarta.servlet.annotation:ServletSecurity:public,abstract,interface::java.lang.annotation.Annotation:value:public,abstract:0::jakarta.servlet.annotation.HttpConstraint::3PP
jakarta.servlet.annotation:ServletSecurity:public,abstract,interface::java.lang.annotation.Annotation:httpMethodConstraints:public,abstract:0::jakarta.servlet.annotation.HttpMethodConstraint[]::3PP
jakarta.servlet.annotation:MultipartConfig:public,abstract,interface::java.lang.annotation.Annotation:location:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:MultipartConfig:public,abstract,interface::java.lang.annotation.Annotation:maxFileSize:public,abstract:0::long::3PP
jakarta.servlet.annotation:MultipartConfig:public,abstract,interface::java.lang.annotation.Annotation:maxRequestSize:public,abstract:0::long::3PP
jakarta.servlet.annotation:MultipartConfig:public,abstract,interface::java.lang.annotation.Annotation:fileSizeThreshold:public,abstract:0::int::3PP
jakarta.servlet.annotation:HttpConstraint:public,abstract,interface::java.lang.annotation.Annotation:value:public,abstract:0::jakarta.servlet.annotation.ServletSecurity$EmptyRoleSemantic::3PP
jakarta.servlet.annotation:HttpConstraint:public,abstract,interface::java.lang.annotation.Annotation:transportGuarantee:public,abstract:0::jakarta.servlet.annotation.ServletSecurity$TransportGuarantee::3PP
jakarta.servlet.annotation:HttpConstraint:public,abstract,interface::java.lang.annotation.Annotation:rolesAllowed:public,abstract:0::java.lang.String[]::3PP
jakarta.servlet.annotation:HttpMethodConstraint:public,abstract,interface::java.lang.annotation.Annotation:value:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:HttpMethodConstraint:public,abstract,interface::java.lang.annotation.Annotation:emptyRoleSemantic:public,abstract:0::jakarta.servlet.annotation.ServletSecurity$EmptyRoleSemantic::3PP
jakarta.servlet.annotation:HttpMethodConstraint:public,abstract,interface::java.lang.annotation.Annotation:transportGuarantee:public,abstract:0::jakarta.servlet.annotation.ServletSecurity$TransportGuarantee::3PP
jakarta.servlet.annotation:HttpMethodConstraint:public,abstract,interface::java.lang.annotation.Annotation:rolesAllowed:public,abstract:0::java.lang.String[]::3PP
jakarta.servlet.annotation:HandlesTypes:public,abstract,interface::java.lang.annotation.Annotation:value:public,abstract:0::java.lang.Class[]::3PP
jakarta.servlet.annotation:WebListener:public,abstract,interface::java.lang.annotation.Annotation:value:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebServlet:public,abstract,interface::java.lang.annotation.Annotation:name:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebServlet:public,abstract,interface::java.lang.annotation.Annotation:value:public,abstract:0::java.lang.String[]::3PP
jakarta.servlet.annotation:WebServlet:public,abstract,interface::java.lang.annotation.Annotation:urlPatterns:public,abstract:0::java.lang.String[]::3PP
jakarta.servlet.annotation:WebServlet:public,abstract,interface::java.lang.annotation.Annotation:loadOnStartup:public,abstract:0::int::3PP
jakarta.servlet.annotation:WebServlet:public,abstract,interface::java.lang.annotation.Annotation:initParams:public,abstract:0::jakarta.servlet.annotation.WebInitParam[]::3PP
jakarta.servlet.annotation:WebServlet:public,abstract,interface::java.lang.annotation.Annotation:asyncSupported:public,abstract:0::boolean::3PP
jakarta.servlet.annotation:WebServlet:public,abstract,interface::java.lang.annotation.Annotation:smallIcon:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebServlet:public,abstract,interface::java.lang.annotation.Annotation:largeIcon:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebServlet:public,abstract,interface::java.lang.annotation.Annotation:description:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebServlet:public,abstract,interface::java.lang.annotation.Annotation:displayName:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebInitParam:public,abstract,interface::java.lang.annotation.Annotation:name:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebInitParam:public,abstract,interface::java.lang.annotation.Annotation:value:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebInitParam:public,abstract,interface::java.lang.annotation.Annotation:description:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:description:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:displayName:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:initParams:public,abstract:0::jakarta.servlet.annotation.WebInitParam[]::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:filterName:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:smallIcon:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:largeIcon:public,abstract:0::java.lang.String::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:servletNames:public,abstract:0::java.lang.String[]::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:value:public,abstract:0::java.lang.String[]::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:urlPatterns:public,abstract:0::java.lang.String[]::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:dispatcherTypes:public,abstract:0::jakarta.servlet.DispatcherType[]::3PP
jakarta.servlet.annotation:WebFilter:public,abstract,interface::java.lang.annotation.Annotation:asyncSupported:public,abstract:0::boolean::3PP
jakarta.servlet.descriptor:TaglibDescriptor:public,abstract,interface:::getTaglibURI:public,abstract:0::java.lang.String::3PP
jakarta.servlet.descriptor:TaglibDescriptor:public,abstract,interface:::getTaglibLocation:public,abstract:0::java.lang.String::3PP
jakarta.servlet.descriptor:JspPropertyGroupDescriptor:public,abstract,interface:::getUrlPatterns:public,abstract:0::java.util.Collection::3PP
jakarta.servlet.descriptor:JspPropertyGroupDescriptor:public,abstract,interface:::getElIgnored:public,abstract:0::java.lang.String::3PP
jakarta.servlet.descriptor:JspPropertyGroupDescriptor:public,abstract,interface:::getErrorOnELNotFound:public,abstract:0::java.lang.String::3PP
jakarta.servlet.descriptor:JspPropertyGroupDescriptor:public,abstract,interface:::getPageEncoding:public,abstract:0::java.lang.String::3PP
jakarta.servlet.descriptor:JspPropertyGroupDescriptor:public,abstract,interface:::getScriptingInvalid:public,abstract:0::java.lang.String::3PP
jakarta.servlet.descriptor:JspPropertyGroupDescriptor:public,abstract,interface:::getIsXml:public,abstract:0::java.lang.String::3PP
jakarta.servlet.descriptor:JspPropertyGroupDescriptor:public,abstract,interface:::getIncludePreludes:public,abstract:0::java.util.Collection::3PP
jakarta.servlet.descriptor:JspPropertyGroupDescriptor:public,abstract,interface:::getIncludeCodas:public,abstract:0::java.util.Collection::3PP
